epoch,accuracy
1,0.9990767045454545
2,0.9997159090909091
3,0.9993607954545455
4,0.9992897727272727
5,0.99921875
6,0.9995028409090909
7,0.9995028409090909
8,0.9995028409090909
9,0.9995738636363637
10,0.9997159090909091
11,0.9998579545454546
12,0.9994318181818181
13,0.9997869318181818
14,0.9997869318181818
15,0.9995738636363637
16,0.9999289772727272
17,0.9997869318181818
18,0.9998579545454546
19,0.9995738636363637
20,0.9998579545454546
