epoch,loss
1,0.8735398993234743
2,0.8716851239854639
3,0.8690658108754592
4,0.7867936784570867
5,0.7565308381210674
6,0.7550113266164606
7,0.7544325812296434
8,0.7540651343085549
9,0.7537233103405345
10,0.753503765301271
11,0.7533025969158519
12,0.7531811177730561
13,0.7530275984243913
14,0.7529219009659507
15,0.7528072405945171
16,0.7527355887673118
17,0.7526418458331715
18,0.7525769808075645
19,0.7525530831380324
20,0.7525197132067247
21,0.7524860230359164
22,0.7524328686974265
23,0.7524033232168718
24,0.7523960075595162
25,0.7523733074014837
26,0.7523693588646976
27,0.7523580123077739
28,0.7523545747453516
29,0.7523508667945862
30,0.7523489540273492
31,0.7523468841205944
32,0.752345734834671
33,0.7523445844650268
34,0.7523449063301086
35,0.7523445703766563
36,0.7523444907231764
37,0.7523449231277812
38,0.7523447193882682
39,0.7523445524952629
40,0.7523444300348109
41,0.7523444294929504
42,0.7523444294929504
43,0.7523444294929504
44,0.7523444294929504
45,0.7523444294929504
46,0.7523444294929504
47,0.7523444294929504
48,0.7523444294929504
49,0.7523444294929504
50,0.7523444294929504
51,0.7523444294929504
52,0.7523444294929504
53,0.7523444294929504
54,0.7523444294929504
55,0.7523444294929504
56,0.7523444294929504
57,0.7523444294929504
58,0.7523444294929504
59,0.7523444294929504
60,0.7523444294929504
61,0.7523444294929504
62,0.7523444294929504
63,0.7523444294929504
64,0.7523444294929504
65,0.7523444294929504
66,0.7523444294929504
67,0.7523444294929504
68,0.7523444294929504
69,0.7523444294929504
70,0.7523444294929504
71,0.7523444294929504
72,0.7523444294929504
73,0.7523444294929504
74,0.7523444294929504
75,0.7523444294929504
76,0.7523444294929504
77,0.7523444294929504
78,0.7523444294929504
79,0.7523444294929504
80,0.7523444294929504
81,0.7523444294929504
82,0.7523444294929504
83,0.7523444294929504
84,0.7523444294929504
85,0.7523444294929504
86,0.7523444294929504
87,0.7523444294929504
88,0.7523444294929504
89,0.7523444294929504
90,0.7523444294929504
91,0.7523444294929504
92,0.7523444294929504
93,0.7523444294929504
94,0.7523444294929504
95,0.7523444294929504
96,0.7523444294929504
97,0.7523444294929504
98,0.7523444294929504
99,0.7523444294929504
100,0.7523444294929504
