epoch,iteration,accuracy
2,20,0.59375
2,21,0.546875
2,22,0.46875
2,23,0.5
2,24,0.484375
2,25,0.546875
2,26,0.5
2,27,0.515625
2,28,0.546875
2,29,0.453125
2,30,0.515625
2,31,0.546875
2,32,0.5625
2,33,0.5
2,34,0.46875
2,35,0.5
2,36,0.53125
2,37,0.5625
2,38,0.609375
2,39,0.546875
2,40,0.515625
2,41,0.53125
2,42,0.46875
2,43,0.4375
2,44,0.515625
2,45,0.53125
2,46,0.5625
2,47,0.484375
2,48,0.484375
2,49,0.53125
2,50,0.5
2,51,0.546875
2,52,0.515625
2,53,0.515625
2,54,0.5625
2,55,0.484375
2,56,0.59375
2,57,0.546875
2,58,0.546875
2,59,0.5
2,60,0.546875
2,61,0.46875
2,62,0.484375
2,63,0.59375
2,64,0.515625
2,65,0.59375
2,66,0.484375
2,67,0.546875
2,68,0.546875
2,69,0.5
2,70,0.5625
2,71,0.453125
2,72,0.5
2,73,0.484375
2,74,0.53125
2,75,0.484375
2,76,0.53125
2,77,0.578125
2,78,0.515625
2,79,0.515625
2,80,0.5625
2,81,0.453125
2,82,0.515625
2,83,0.5
2,84,0.46875
2,85,0.421875
2,86,0.578125
2,87,0.5
2,88,0.484375
2,89,0.53125
2,90,0.46875
2,91,0.5
2,92,0.515625
2,93,0.484375
2,94,0.53125
2,95,0.5625
2,96,0.5
2,97,0.484375
2,98,0.53125
2,99,0.5
2,100,0.4375
2,101,0.515625
2,102,0.515625
2,103,0.546875
2,104,0.40625
2,105,0.4375
2,106,0.5
2,107,0.484375
2,108,0.515625
2,109,0.53125
2,110,0.5
3,1,0.578125
3,2,0.546875
3,3,0.515625
3,4,0.515625
3,5,0.453125
3,6,0.484375
3,7,0.5
3,8,0.515625
3,9,0.5
3,10,0.5
3,11,0.5625
3,12,0.578125
3,13,0.46875
3,14,0.484375
3,15,0.421875
3,16,0.546875
3,17,0.5625
3,18,0.5
3,19,0.5
3,20,0.4375
3,21,0.515625
3,22,0.4375
3,23,0.5625
3,24,0.46875
3,25,0.5
3,26,0.5
3,27,0.53125
3,28,0.453125
3,29,0.484375
3,30,0.46875
3,31,0.453125
3,32,0.4375
3,33,0.640625
3,34,0.53125
3,35,0.4375
3,36,0.515625
3,37,0.5
3,38,0.515625
3,39,0.53125
3,40,0.46875
3,41,0.53125
3,42,0.515625
3,43,0.5
3,44,0.484375
3,45,0.453125
3,46,0.46875
3,47,0.515625
3,48,0.453125
3,49,0.59375
3,50,0.53125
3,51,0.4375
3,52,0.5625
3,53,0.53125
3,54,0.515625
3,55,0.46875
3,56,0.453125
3,57,0.453125
3,58,0.453125
3,59,0.515625
3,60,0.484375
3,61,0.515625
3,62,0.484375
3,63,0.46875
3,64,0.5
3,65,0.484375
3,66,0.453125
3,67,0.578125
3,68,0.484375
3,69,0.5625
3,70,0.515625
3,71,0.53125
3,72,0.484375
3,73,0.484375
3,74,0.53125
3,75,0.421875
3,76,0.578125
3,77,0.46875
3,78,0.46875
3,79,0.53125
3,80,0.484375
3,81,0.5
3,82,0.484375
3,83,0.5625
3,84,0.53125
3,85,0.5
3,86,0.453125
3,87,0.578125
3,88,0.5625
3,89,0.484375
3,90,0.53125
3,91,0.515625
3,92,0.546875
3,93,0.4375
3,94,0.5
3,95,0.453125
3,96,0.546875
3,97,0.46875
3,98,0.515625
3,99,0.53125
3,100,0.46875
3,101,0.515625
3,102,0.5625
3,103,0.5
3,104,0.484375
3,105,0.453125
3,106,0.53125
3,107,0.5625
3,108,0.46875
3,109,0.5625
3,110,0.5625
4,1,0.46875
4,2,0.453125
4,3,0.515625
4,4,0.421875
4,5,0.484375
4,6,0.484375
4,7,0.46875
4,8,0.484375
4,9,0.421875
4,10,0.515625
4,11,0.515625
4,12,0.75
4,13,0.65625
4,14,0.609375
4,15,0.5
4,16,0.453125
4,17,0.46875
4,18,0.578125
4,19,0.609375
4,20,0.5
4,21,0.484375
4,22,0.546875
4,23,0.484375
4,24,0.578125
4,25,0.46875
4,26,0.5625
4,27,0.484375
4,28,0.46875
4,29,0.484375
4,30,0.46875
4,31,0.5
4,32,0.5
4,33,0.5
4,34,0.546875
4,35,0.484375
4,36,0.515625
4,37,0.578125
4,38,0.4375
4,39,0.53125
4,40,0.46875
4,41,0.46875
4,42,0.46875
4,43,0.46875
4,44,0.4375
4,45,0.421875
4,46,0.421875
4,47,0.4375
4,48,0.53125
4,49,0.453125
4,50,0.515625
4,51,0.4375
4,52,0.484375
4,53,0.53125
4,54,0.46875
4,55,0.515625
4,56,0.53125
4,57,0.515625
4,58,0.484375
4,59,0.484375
4,60,0.484375
4,61,0.5625
4,62,0.5
4,63,0.484375
4,64,0.40625
4,65,0.484375
4,66,0.578125
4,67,0.46875
4,68,0.546875
4,69,0.40625
4,70,0.390625
4,71,0.5
4,72,0.46875
4,73,0.5
4,74,0.546875
4,75,0.578125
4,76,0.453125
4,77,0.53125
4,78,0.546875
4,79,0.53125
4,80,0.546875
4,81,0.53125
4,82,0.546875
4,83,0.46875
4,84,0.453125
4,85,0.53125
4,86,0.515625
4,87,0.515625
4,88,0.5
4,89,0.421875
4,90,0.5
4,91,0.484375
4,92,0.546875
4,93,0.515625
4,94,0.5
4,95,0.484375
4,96,0.453125
4,97,0.5
4,98,0.46875
4,99,0.5
4,100,0.5625
4,101,0.5
4,102,0.5
4,103,0.46875
4,104,0.515625
4,105,0.5
4,106,0.515625
4,107,0.5625
4,108,0.5
4,109,0.421875
4,110,0.484375
5,1,0.53125
5,2,0.453125
5,3,0.453125
5,4,0.5
5,5,0.546875
5,6,0.53125
5,7,0.546875
5,8,0.453125
5,9,0.546875
5,10,0.546875
5,11,0.515625
5,12,0.4375
5,13,0.484375
5,14,0.546875
5,15,0.5
5,16,0.53125
5,17,0.515625
5,18,0.5
5,19,0.46875
5,20,0.53125
5,21,0.453125
5,22,0.53125
5,23,0.53125
5,24,0.4375
5,25,0.5
5,26,0.53125
5,27,0.453125
5,28,0.515625
5,29,0.40625
5,30,0.5
5,31,0.546875
5,32,0.5
5,33,0.46875
5,34,0.46875
5,35,0.5625
5,36,0.421875
5,37,0.53125
5,38,0.421875
5,39,0.484375
5,40,0.5
5,41,0.421875
5,42,0.4375
5,43,0.515625
5,44,0.484375
5,45,0.46875
5,46,0.546875
5,47,0.484375
5,48,0.4375
5,49,0.453125
5,50,0.5
5,51,0.53125
5,52,0.5625
5,53,0.46875
5,54,0.578125
5,55,0.4375
5,56,0.515625
5,57,0.46875
5,58,0.53125
5,59,0.46875
5,60,0.46875
5,61,0.40625
5,62,0.578125
5,63,0.421875
5,64,0.484375
5,65,0.453125
5,66,0.53125
5,67,0.484375
5,68,0.5
5,69,0.5
5,70,0.5
5,71,0.546875
5,72,0.5
5,73,0.484375
5,74,0.5625
5,75,0.53125
5,76,0.546875
5,77,0.53125
5,78,0.453125
5,79,0.5
5,80,0.5
5,81,0.4375
5,82,0.53125
5,83,0.421875
5,84,0.5
5,85,0.484375
5,86,0.46875
5,87,0.5625
5,88,0.53125
5,89,0.46875
5,90,0.484375
5,91,0.578125
5,92,0.46875
5,93,0.5
5,94,0.515625
5,95,0.46875
5,96,0.515625
5,97,0.484375
5,98,0.453125
5,99,0.5
5,100,0.46875
5,101,0.484375
5,102,0.40625
5,103,0.453125
5,104,0.46875
5,105,0.53125
5,106,0.515625
5,107,0.484375
5,108,0.5
5,109,0.484375
5,110,0.5
6,1,0.515625
6,2,0.5
6,3,0.5
6,4,0.546875
6,5,0.484375
6,6,0.484375
6,7,0.5
6,8,0.546875
6,9,0.5
6,10,0.5625
6,11,0.46875
6,12,0.5
6,13,0.484375
6,14,0.5
6,15,0.53125
6,16,0.515625
6,17,0.4375
6,18,0.390625
6,19,0.484375
6,20,0.53125
6,21,0.5
6,22,0.578125
6,23,0.59375
6,24,0.484375
6,25,0.546875
6,26,0.5
6,27,0.515625
6,28,0.546875
6,29,0.5
6,30,0.46875
6,31,0.546875
6,32,0.546875
6,33,0.515625
6,34,0.5625
6,35,0.546875
6,36,0.484375
6,37,0.4375
6,38,0.46875
6,39,0.484375
6,40,0.53125
6,41,0.5
6,42,0.484375
6,43,0.5
6,44,0.546875
6,45,0.53125
6,46,0.5
6,47,0.484375
6,48,0.59375
6,49,0.53125
6,50,0.515625
6,51,0.53125
6,52,0.375
6,53,0.484375
6,54,0.53125
6,55,0.5625
6,56,0.546875
6,57,0.4375
6,58,0.53125
6,59,0.5625
6,60,0.4375
6,61,0.515625
6,62,0.453125
6,63,0.453125
6,64,0.546875
6,65,0.453125
6,66,0.46875
6,67,0.5
6,68,0.5
6,69,0.453125
6,70,0.515625
6,71,0.578125
6,72,0.515625
6,73,0.421875
6,74,0.5
6,75,0.5
6,76,0.5625
6,77,0.53125
6,78,0.484375
6,79,0.515625
6,80,0.5625
6,81,0.5
6,82,0.453125
6,83,0.578125
6,84,0.53125
6,85,0.515625
6,86,0.578125
6,87,0.59375
6,88,0.546875
6,89,0.46875
6,90,0.53125
6,91,0.453125
6,92,0.515625
6,93,0.53125
6,94,0.5
6,95,0.5
6,96,0.515625
6,97,0.546875
6,98,0.484375
6,99,0.546875
6,100,0.5
6,101,0.46875
6,102,0.4375
6,103,0.46875
6,104,0.4375
6,105,0.46875
6,106,0.5
6,107,0.5
6,108,0.53125
6,109,0.453125
6,110,0.53125
7,1,0.4375
7,2,0.484375
7,3,0.5
7,4,0.453125
7,5,0.53125
7,6,0.5
7,7,0.53125
7,8,0.453125
7,9,0.484375
7,10,0.5
7,11,0.5625
7,12,0.46875
7,13,0.484375
7,14,0.484375
7,15,0.578125
7,16,0.53125
7,17,0.5
7,18,0.484375
7,19,0.453125
7,20,0.578125
7,21,0.53125
7,22,0.46875
7,23,0.578125
7,24,0.453125
7,25,0.421875
7,26,0.40625
7,27,0.46875
7,28,0.546875
7,29,0.46875
7,30,0.5625
7,31,0.546875
7,32,0.453125
7,33,0.5
7,34,0.5
7,35,0.5
7,36,0.515625
7,37,0.46875
7,38,0.5
7,39,0.515625
7,40,0.53125
7,41,0.484375
7,42,0.53125
7,43,0.46875
7,44,0.453125
7,45,0.4375
7,46,0.515625
7,47,0.5
7,48,0.53125
7,49,0.5625
7,50,0.453125
7,51,0.53125
7,52,0.5
7,53,0.5625
7,54,0.4375
7,55,0.53125
7,56,0.53125
7,57,0.53125
7,58,0.515625
7,59,0.4375
7,60,0.40625
7,61,0.53125
7,62,0.46875
7,63,0.453125
7,64,0.53125
7,65,0.515625
7,66,0.53125
7,67,0.53125
7,68,0.484375
7,69,0.46875
7,70,0.453125
7,71,0.4375
7,72,0.5
7,73,0.515625
7,74,0.515625
7,75,0.515625
7,76,0.453125
7,77,0.484375
7,78,0.5625
7,79,0.546875
7,80,0.5625
7,81,0.53125
7,82,0.53125
7,83,0.53125
7,84,0.5
7,85,0.453125
7,86,0.5
7,87,0.5625
7,88,0.46875
7,89,0.5625
7,90,0.484375
7,91,0.515625
7,92,0.53125
7,93,0.5
7,94,0.484375
7,95,0.53125
7,96,0.515625
7,97,0.421875
7,98,0.53125
7,99,0.421875
7,100,0.453125
7,101,0.5
7,102,0.53125
7,103,0.484375
7,104,0.546875
7,105,0.484375
7,106,0.484375
7,107,0.53125
7,108,0.5
7,109,0.5
7,110,0.5
8,1,0.4375
8,2,0.484375
8,3,0.53125
8,4,0.46875
8,5,0.40625
8,6,0.453125
8,7,0.4375
8,8,0.5
8,9,0.484375
8,10,0.453125
8,11,0.609375
8,12,0.546875
8,13,0.53125
8,14,0.5625
8,15,0.375
8,16,0.46875
8,17,0.5625
8,18,0.40625
8,19,0.484375
8,20,0.515625
8,21,0.484375
8,22,0.609375
8,23,0.5
8,24,0.4375
8,25,0.5625
8,26,0.546875
8,27,0.578125
8,28,0.4375
8,29,0.46875
8,30,0.453125
8,31,0.546875
8,32,0.53125
8,33,0.40625
8,34,0.453125
8,35,0.5
8,36,0.46875
8,37,0.46875
8,38,0.453125
8,39,0.53125
8,40,0.453125
8,41,0.484375
8,42,0.5625
8,43,0.453125
8,44,0.5
8,45,0.4375
8,46,0.5625
8,47,0.53125
8,48,0.484375
8,49,0.484375
8,50,0.5
8,51,0.59375
8,52,0.53125
8,53,0.5
8,54,0.4375
8,55,0.515625
8,56,0.546875
8,57,0.484375
8,58,0.46875
8,59,0.546875
8,60,0.515625
8,61,0.5
8,62,0.515625
8,63,0.515625
8,64,0.484375
8,65,0.34375
8,66,0.46875
8,67,0.40625
8,68,0.515625
8,69,0.53125
8,70,0.484375
8,71,0.484375
8,72,0.5
8,73,0.546875
8,74,0.515625
8,75,0.453125
8,76,0.421875
8,77,0.53125
8,78,0.515625
8,79,0.484375
8,80,0.46875
8,81,0.484375
8,82,0.484375
8,83,0.515625
8,84,0.46875
8,85,0.484375
8,86,0.5
8,87,0.4375
8,88,0.53125
8,89,0.5625
8,90,0.515625
8,91,0.484375
8,92,0.484375
8,93,0.578125
8,94,0.40625
8,95,0.484375
8,96,0.4375
8,97,0.515625
8,98,0.46875
8,99,0.5
8,100,0.484375
8,101,0.546875
8,102,0.4375
8,103,0.5625
8,104,0.5
8,105,0.546875
8,106,0.484375
8,107,0.46875
8,108,0.484375
8,109,0.546875
8,110,0.53125
9,1,0.5
9,2,0.484375
9,3,0.53125
9,4,0.546875
9,5,0.4375
9,6,0.484375
9,7,0.5625
9,8,0.5
9,9,0.453125
9,10,0.484375
9,11,0.53125
9,12,0.46875
9,13,0.53125
9,14,0.5
9,15,0.515625
9,16,0.53125
9,17,0.546875
9,18,0.46875
9,19,0.484375
9,20,0.4375
9,21,0.4375
9,22,0.5
9,23,0.515625
9,24,0.53125
9,25,0.484375
9,26,0.5
9,27,0.46875
9,28,0.4375
9,29,0.421875
9,30,0.4375
9,31,0.515625
9,32,0.453125
9,33,0.484375
9,34,0.53125
9,35,0.484375
9,36,0.375
9,37,0.5
9,38,0.46875
9,39,0.5
9,40,0.546875
9,41,0.484375
9,42,0.5
9,43,0.546875
9,44,0.46875
9,45,0.546875
9,46,0.515625
9,47,0.5
9,48,0.421875
9,49,0.5
9,50,0.5
9,51,0.5625
9,52,0.546875
9,53,0.578125
9,54,0.4375
9,55,0.5
9,56,0.484375
9,57,0.421875
9,58,0.46875
9,59,0.421875
9,60,0.484375
9,61,0.578125
9,62,0.5
9,63,0.453125
9,64,0.59375
9,65,0.53125
9,66,0.5625
9,67,0.609375
9,68,0.515625
9,69,0.546875
9,70,0.5
9,71,0.484375
9,72,0.546875
9,73,0.5
9,74,0.53125
9,75,0.546875
9,76,0.5
9,77,0.515625
9,78,0.484375
9,79,0.421875
9,80,0.484375
9,81,0.453125
9,82,0.5
9,83,0.53125
9,84,0.546875
9,85,0.546875
9,86,0.453125
9,87,0.53125
9,88,0.53125
9,89,0.5625
9,90,0.546875
9,91,0.5
9,92,0.453125
9,93,0.453125
9,94,0.453125
9,95,0.484375
9,96,0.46875
9,97,0.53125
9,98,0.515625
9,99,0.546875
9,100,0.515625
9,101,0.484375
9,102,0.390625
9,103,0.5625
9,104,0.5
9,105,0.515625
9,106,0.46875
9,107,0.546875
9,108,0.453125
9,109,0.546875
9,110,0.421875
10,1,0.46875
10,2,0.515625
10,3,0.484375
10,4,0.515625
10,5,0.46875
10,6,0.5
10,7,0.453125
10,8,0.53125
10,9,0.5625
10,10,0.53125
10,11,0.5
10,12,0.5625
10,13,0.5625
10,14,0.484375
10,15,0.578125
10,16,0.46875
10,17,0.59375
10,18,0.484375
10,19,0.5
10,20,0.546875
10,21,0.515625
10,22,0.515625
10,23,0.578125
10,24,0.515625
10,25,0.53125
10,26,0.46875
10,27,0.46875
10,28,0.53125
10,29,0.5625
10,30,0.4375
10,31,0.46875
10,32,0.59375
10,33,0.40625
10,34,0.515625
10,35,0.4375
10,36,0.515625
10,37,0.484375
10,38,0.453125
10,39,0.46875
10,40,0.53125
10,41,0.546875
10,42,0.40625
10,43,0.546875
10,44,0.515625
10,45,0.453125
10,46,0.484375
10,47,0.5
10,48,0.46875
10,49,0.484375
10,50,0.46875
10,51,0.546875
10,52,0.484375
10,53,0.484375
10,54,0.53125
10,55,0.375
10,56,0.515625
10,57,0.484375
10,58,0.46875
10,59,0.53125
10,60,0.484375
10,61,0.515625
10,62,0.515625
10,63,0.453125
10,64,0.453125
10,65,0.484375
10,66,0.5
10,67,0.453125
10,68,0.5
10,69,0.453125
10,70,0.515625
10,71,0.5
10,72,0.578125
10,73,0.484375
10,74,0.53125
10,75,0.46875
10,76,0.484375
10,77,0.53125
10,78,0.546875
10,79,0.46875
10,80,0.515625
10,81,0.46875
10,82,0.515625
10,83,0.484375
10,84,0.46875
10,85,0.53125
10,86,0.53125
10,87,0.46875
10,88,0.40625
10,89,0.5625
10,90,0.5625
10,91,0.5
10,92,0.515625
10,93,0.46875
10,94,0.53125
10,95,0.515625
10,96,0.5
10,97,0.53125
10,98,0.578125
10,99,0.515625
10,100,0.421875
10,101,0.5
10,102,0.4375
10,103,0.578125
10,104,0.5
10,105,0.453125
10,106,0.5625
10,107,0.484375
10,108,0.546875
10,109,0.5
10,110,0.578125
11,1,0.5
11,2,0.515625
11,3,0.46875
11,4,0.46875
11,5,0.484375
11,6,0.578125
11,7,0.59375
11,8,0.515625
11,9,0.421875
11,10,0.515625
11,11,0.4375
11,12,0.515625
11,13,0.53125
11,14,0.421875
11,15,0.484375
11,16,0.53125
11,17,0.515625
11,18,0.46875
11,19,0.59375
11,20,0.40625
11,21,0.5
11,22,0.515625
11,23,0.5625
11,24,0.53125
11,25,0.5
11,26,0.515625
11,27,0.46875
11,28,0.546875
11,29,0.484375
11,30,0.53125
11,31,0.40625
11,32,0.484375
11,33,0.46875
11,34,0.4375
11,35,0.484375
11,36,0.59375
11,37,0.46875
11,38,0.59375
11,39,0.5
11,40,0.53125
11,41,0.5
11,42,0.484375
11,43,0.390625
11,44,0.515625
11,45,0.53125
11,46,0.5
11,47,0.484375
11,48,0.515625
11,49,0.4375
11,50,0.59375
11,51,0.421875
11,52,0.609375
11,53,0.53125
11,54,0.453125
11,55,0.484375
11,56,0.65625
11,57,0.484375
11,58,0.4375
11,59,0.5
11,60,0.5625
11,61,0.578125
11,62,0.59375
11,63,0.5
11,64,0.5
11,65,0.484375
11,66,0.5
11,67,0.53125
11,68,0.46875
11,69,0.46875
11,70,0.5
11,71,0.5
11,72,0.5625
11,73,0.578125
11,74,0.5
11,75,0.515625
11,76,0.546875
11,77,0.421875
11,78,0.578125
11,79,0.5
11,80,0.5
11,81,0.484375
11,82,0.453125
11,83,0.609375
11,84,0.4375
11,85,0.59375
11,86,0.515625
11,87,0.421875
11,88,0.546875
11,89,0.453125
11,90,0.546875
11,91,0.5625
11,92,0.515625
11,93,0.5
11,94,0.546875
11,95,0.515625
11,96,0.484375
11,97,0.484375
11,98,0.5
11,99,0.5
11,100,0.515625
11,101,0.484375
11,102,0.515625
11,103,0.53125
11,104,0.5
11,105,0.546875
11,106,0.53125
11,107,0.46875
11,108,0.515625
11,109,0.484375
11,110,0.515625
12,1,0.53125
12,2,0.515625
12,3,0.4375
12,4,0.40625
12,5,0.5
12,6,0.484375
12,7,0.5
12,8,0.40625
12,9,0.515625
12,10,0.453125
12,11,0.4375
12,12,0.53125
12,13,0.4375
12,14,0.421875
12,15,0.484375
12,16,0.453125
12,17,0.546875
12,18,0.546875
12,19,0.453125
12,20,0.5
12,21,0.5625
12,22,0.53125
12,23,0.578125
12,24,0.4375
12,25,0.4375
12,26,0.546875
12,27,0.546875
12,28,0.4375
12,29,0.421875
12,30,0.5
12,31,0.484375
12,32,0.5
12,33,0.53125
12,34,0.515625
12,35,0.484375
12,36,0.53125
12,37,0.4375
12,38,0.5625
12,39,0.515625
12,40,0.453125
12,41,0.515625
12,42,0.453125
12,43,0.546875
12,44,0.453125
12,45,0.5
12,46,0.375
12,47,0.53125
12,48,0.5625
12,49,0.453125
12,50,0.5625
12,51,0.515625
12,52,0.46875
12,53,0.40625
12,54,0.359375
12,55,0.5
12,56,0.53125
12,57,0.53125
12,58,0.53125
12,59,0.53125
12,60,0.5
12,61,0.5625
12,62,0.5
12,63,0.5
12,64,0.421875
12,65,0.453125
12,66,0.46875
12,67,0.484375
12,68,0.515625
12,69,0.59375
12,70,0.515625
12,71,0.421875
12,72,0.546875
12,73,0.515625
12,74,0.484375
12,75,0.421875
12,76,0.546875
12,77,0.5
12,78,0.4375
12,79,0.421875
12,80,0.59375
12,81,0.46875
12,82,0.484375
12,83,0.453125
12,84,0.546875
12,85,0.5
12,86,0.453125
12,87,0.453125
12,88,0.4375
12,89,0.546875
12,90,0.484375
12,91,0.46875
12,92,0.578125
12,93,0.515625
12,94,0.484375
12,95,0.53125
12,96,0.5625
12,97,0.46875
12,98,0.4375
12,99,0.484375
12,100,0.453125
12,101,0.515625
12,102,0.453125
12,103,0.5
12,104,0.46875
12,105,0.484375
12,106,0.515625
12,107,0.53125
12,108,0.46875
12,109,0.484375
12,110,0.453125
13,1,0.359375
13,2,0.515625
13,3,0.53125
13,4,0.453125
13,5,0.453125
13,6,0.484375
13,7,0.5
13,8,0.515625
13,9,0.484375
13,10,0.46875
13,11,0.46875
13,12,0.46875
13,13,0.5625
13,14,0.453125
13,15,0.5
13,16,0.484375
13,17,0.578125
13,18,0.578125
13,19,0.5
13,20,0.484375
13,21,0.421875
13,22,0.53125
13,23,0.515625
13,24,0.484375
13,25,0.515625
13,26,0.5
13,27,0.484375
13,28,0.515625
13,29,0.421875
13,30,0.5
13,31,0.5
13,32,0.453125
13,33,0.53125
13,34,0.484375
13,35,0.546875
13,36,0.5
13,37,0.4375
13,38,0.5
13,39,0.5
13,40,0.453125
13,41,0.53125
13,42,0.515625
13,43,0.4375
13,44,0.4375
13,45,0.515625
13,46,0.578125
13,47,0.421875
13,48,0.453125
13,49,0.5
13,50,0.515625
13,51,0.515625
13,52,0.5
13,53,0.546875
13,54,0.515625
13,55,0.53125
13,56,0.484375
13,57,0.484375
13,58,0.5625
13,59,0.484375
13,60,0.40625
13,61,0.53125
13,62,0.5
13,63,0.5
13,64,0.46875
13,65,0.5625
13,66,0.53125
13,67,0.484375
13,68,0.453125
13,69,0.515625
13,70,0.515625
13,71,0.5625
13,72,0.5
13,73,0.53125
13,74,0.53125
13,75,0.453125
13,76,0.453125
13,77,0.53125
13,78,0.515625
13,79,0.5
13,80,0.484375
13,81,0.4375
13,82,0.5
13,83,0.5
13,84,0.5625
13,85,0.453125
13,86,0.5
13,87,0.546875
13,88,0.546875
13,89,0.5
13,90,0.515625
13,91,0.5
13,92,0.4375
13,93,0.484375
13,94,0.484375
13,95,0.453125
13,96,0.484375
13,97,0.546875
13,98,0.515625
13,99,0.578125
13,100,0.5
13,101,0.5
13,102,0.5
13,103,0.53125
13,104,0.53125
13,105,0.46875
13,106,0.515625
13,107,0.5
13,108,0.46875
13,109,0.546875
13,110,0.515625
14,1,0.5625
14,2,0.46875
14,3,0.578125
14,4,0.46875
14,5,0.515625
14,6,0.515625
14,7,0.59375
14,8,0.515625
14,9,0.515625
14,10,0.53125
14,11,0.453125
14,12,0.546875
14,13,0.515625
14,14,0.484375
14,15,0.5
14,16,0.40625
14,17,0.484375
14,18,0.515625
14,19,0.546875
14,20,0.421875
14,21,0.5625
14,22,0.46875
14,23,0.421875
14,24,0.5
14,25,0.5
14,26,0.484375
14,27,0.515625
14,28,0.5
14,29,0.484375
14,30,0.46875
14,31,0.515625
14,32,0.5
14,33,0.59375
14,34,0.53125
14,35,0.5
14,36,0.515625
14,37,0.46875
14,38,0.46875
14,39,0.390625
14,40,0.46875
14,41,0.5
14,42,0.515625
14,43,0.515625
14,44,0.53125
14,45,0.46875
14,46,0.53125
14,47,0.46875
14,48,0.5
14,49,0.578125
14,50,0.515625
14,51,0.578125
14,52,0.5
14,53,0.53125
14,54,0.5625
14,55,0.484375
14,56,0.390625
14,57,0.484375
14,58,0.53125
14,59,0.484375
14,60,0.53125
14,61,0.5
14,62,0.421875
14,63,0.515625
14,64,0.59375
14,65,0.53125
14,66,0.453125
14,67,0.5
14,68,0.5
14,69,0.5
14,70,0.453125
14,71,0.515625
14,72,0.4375
14,73,0.421875
14,74,0.4375
14,75,0.515625
14,76,0.546875
14,77,0.453125
14,78,0.515625
14,79,0.484375
14,80,0.484375
14,81,0.5
14,82,0.453125
14,83,0.390625
14,84,0.515625
14,85,0.46875
14,86,0.5
14,87,0.4375
14,88,0.546875
14,89,0.46875
14,90,0.453125
14,91,0.5625
14,92,0.46875
14,93,0.5625
14,94,0.53125
14,95,0.484375
14,96,0.53125
14,97,0.515625
14,98,0.453125
14,99,0.5625
14,100,0.53125
14,101,0.515625
14,102,0.5625
14,103,0.5
14,104,0.46875
14,105,0.5
14,106,0.484375
14,107,0.53125
14,108,0.453125
14,109,0.453125
14,110,0.5
15,1,0.53125
15,2,0.421875
15,3,0.453125
15,4,0.515625
15,5,0.53125
15,6,0.53125
15,7,0.5625
15,8,0.578125
15,9,0.53125
15,10,0.5
15,11,0.484375
15,12,0.546875
15,13,0.5
15,14,0.53125
15,15,0.546875
15,16,0.4375
15,17,0.4375
15,18,0.484375
15,19,0.46875
15,20,0.515625
15,21,0.515625
15,22,0.546875
15,23,0.546875
15,24,0.40625
15,25,0.515625
15,26,0.546875
15,27,0.515625
15,28,0.515625
15,29,0.46875
15,30,0.46875
15,31,0.59375
15,32,0.421875
15,33,0.421875
15,34,0.546875
15,35,0.5
15,36,0.5
15,37,0.53125
15,38,0.5
15,39,0.5625
15,40,0.40625
